year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,selling_price
2011,63046,CNG,Manual,Second Owner,10,2167,87,7,10668492
2008,21488,CNG,Automatic,First Owner,22,922,54,5,10325217
2010,194913,Petrol,Automatic,Third Owner,10,1549,138,5,10257156
2011,123521,Diesel,Manual,First Owner,15,1118,79,7,10224169
2022,136467,CNG,Manual,Third Owner,16,2397,69,6,10635856
2009,188741,CNG,Manual,First Owner,19,1385,151,5,10233494
2007,146917,CNG,Manual,Second Owner,18,1343,62,5,10202818
2011,172131,CNG,Manual,First Owner,19,2280,48,7,10395778
2018,23394,Petrol,Automatic,Second Owner,14,814,199,5,10504234
2011,98993,Diesel,Automatic,Third Owner,10,2266,74,5,10611024
2009,181978,CNG,Automatic,Second Owner,18,1044,88,6,10057134
2009,64332,Diesel,Manual,Second Owner,14,1698,135,5,10561465
2006,173377,Diesel,Manual,Second Owner,15,2278,55,4,10405052
2010,47628,CNG,Automatic,Second Owner,18,2182,71,6,10668961
2019,26352,CNG,Manual,Third Owner,11,851,64,7,10344720
2014,87971,CNG,Automatic,First Owner,23,2858,133,7,10841711
2011,56993,Petrol,Automatic,First Owner,12,1622,76,7,10501432
2009,175458,CNG,Automatic,First Owner,23,2423,76,5,10470584
2005,108027,Diesel,Manual,First Owner,16,2961,84,7,10770631
2017,192696,Diesel,Manual,Second Owner,12,1403,175,4,10311340
2022,193137,Petrol,Automatic,Third Owner,24,1392,75,6,10222750
2017,125212,CNG,Manual,Third Owner,11,2073,157,4,10586564
2022,13539,CNG,Manual,First Owner,16,2073,121,7,10800861
2009,137335,Petrol,Manual,First Owner,17,1804,142,5,10483997
2017,149377,Petrol,Automatic,Third Owner,18,2371,177,5,10673678
2008,58817,CNG,Automatic,Third Owner,11,2611,40,7,10708127
2021,160470,CNG,Automatic,Second Owner,22,1524,182,7,10436043
2007,54107,Diesel,Automatic,Third Owner,11,1614,135,7,10515875
2021,168224,CNG,Automatic,Third Owner,20,1331,131,5,10280335
2015,166696,CNG,Manual,Second Owner,16,1558,126,4,10333050
2008,134240,Diesel,Automatic,Second Owner,23,805,170,6,10197821
2006,104655,Diesel,Manual,Second Owner,24,1384,154,7,10430215
2020,61132,Diesel,Automatic,Third Owner,13,1418,71,4,10516998
2022,130701,Diesel,Manual,Third Owner,14,2334,187,4,10710219
2012,110494,Petrol,Manual,Third Owner,10,1596,95,4,10389024
2007,57979,Diesel,Automatic,Second Owner,24,2284,117,7,10729292
2013,63013,Petrol,Manual,Third Owner,15,1155,138,5,10441212
2010,68797,Diesel,Manual,Third Owner,19,1688,143,4,10528196
2014,56798,Diesel,Manual,Second Owner,22,1360,81,4,10444014
2014,152722,Diesel,Manual,First Owner,17,1163,112,4,10195034
2017,162086,CNG,Manual,First Owner,20,2213,99,6,10532886
2021,81421,Petrol,Manual,Third Owner,24,2118,191,4,10815964
2013,12434,Diesel,Automatic,Second Owner,10,2111,80,4,10783689
2021,35028,CNG,Manual,Second Owner,11,2122,43,5,10679121
2013,71558,Petrol,Automatic,Third Owner,16,2443,115,4,10789067
2013,29331,Petrol,Manual,Third Owner,23,2107,40,4,10714255
2005,72573,CNG,Manual,First Owner,11,1877,53,7,10533970
2006,134473,Petrol,Manual,Second Owner,18,2634,177,5,10740216
2020,182398,CNG,Manual,Third Owner,15,2143,136,4,10474094
2005,87979,Diesel,Manual,Second Owner,21,1521,81,4,10415043
2014,9123,CNG,Manual,Third Owner,21,2044,161,6,10839728
2022,21603,Petrol,Manual,First Owner,14,2505,87,6,10921387
2012,70941,Petrol,Manual,Third Owner,16,2757,57,4,10781215
2015,47597,Diesel,Automatic,First Owner,19,2166,128,6,10725779
2006,199310,CNG,Automatic,First Owner,17,2145,115,4,10354444
2012,89238,Diesel,Automatic,Third Owner,22,1380,99,7,10388537
2012,178791,CNG,Automatic,Third Owner,18,1545,195,6,10362938
2021,46751,CNG,Manual,First Owner,15,1838,48,7,10590430
2019,131462,CNG,Manual,Second Owner,14,2303,191,4,10757227
2021,91978,Diesel,Manual,Second Owner,16,1677,187,6,10604709
2017,22693,Diesel,Automatic,First Owner,11,933,66,4,10351205
2009,173769,Petrol,Automatic,First Owner,24,1517,140,5,10259100
2016,99524,Diesel,Automatic,Third Owner,17,1847,122,7,10545732
2005,102869,CNG,Manual,Third Owner,21,2262,93,5,10553130
2009,166064,CNG,Manual,First Owner,13,2147,125,7,10479584
2012,68825,CNG,Automatic,First Owner,10,1945,121,4,10584029
2017,145594,Diesel,Manual,Second Owner,12,2164,182,6,10575199
2012,135475,Petrol,Manual,Second Owner,22,2031,136,5,10502798
2015,50406,Diesel,Manual,Second Owner,18,2801,142,6,10971945
2005,148193,Petrol,Automatic,First Owner,13,965,79,6,10126933
2017,128371,Diesel,Manual,First Owner,24,2379,103,5,10620908
2007,150291,CNG,Automatic,Second Owner,19,1898,174,5,10525308
2021,6617,Petrol,Automatic,Second Owner,19,2303,41,6,10846999
2009,48016,Diesel,Manual,Third Owner,23,2817,69,4,10871307
2012,186744,CNG,Manual,Third Owner,20,1561,91,5,10292476
2018,29276,Petrol,Manual,First Owner,12,1909,140,4,10722706
2008,77240,Petrol,Automatic,Third Owner,13,1448,142,4,10498076
2015,111292,CNG,Automatic,First Owner,12,1350,72,5,10298662
2019,191807,CNG,Manual,First Owner,12,1398,48,4,10226493
2011,22959,Diesel,Manual,First Owner,11,2399,50,7,10820663
2015,33522,Diesel,Automatic,Second Owner,15,1216,163,4,10557566
2009,192159,CNG,Automatic,Third Owner,22,2539,115,4,10534863
2009,146025,Diesel,Automatic,Third Owner,24,2914,177,4,10778615
2012,31567,CNG,Automatic,Third Owner,19,1882,93,6,10693038
2014,196595,CNG,Automatic,Third Owner,15,1806,114,4,10328059
2010,67708,Diesel,Manual,Second Owner,19,1387,136,4,10434983
2019,131206,Diesel,Automatic,Third Owner,13,1571,187,4,10458259
2020,27560,Petrol,Automatic,Third Owner,23,2712,44,4,10896696
2021,63390,Petrol,Manual,Second Owner,17,1121,63,6,10370786
2012,130772,Diesel,Automatic,Third Owner,15,2284,199,6,10713443
2012,172732,Diesel,Automatic,Third Owner,21,2983,70,6,10677965
2013,50104,Diesel,Manual,Second Owner,17,2617,145,5,10869120
2006,62805,Petrol,Automatic,Second Owner,15,2821,83,5,10877405
2019,29496,Diesel,Manual,Second Owner,24,1730,186,6,10766089
2022,96257,Petrol,Automatic,Second Owner,22,1479,63,5,10384873
2007,8515,Petrol,Automatic,First Owner,18,2159,157,6,10808146
2021,9454,Petrol,Manual,Second Owner,12,1580,51,4,10656548
2008,27873,Petrol,Automatic,Third Owner,23,2336,124,6,10771677
2008,78920,CNG,Automatic,Third Owner,12,970,154,6,10322634
2018,18727,Diesel,Manual,Third Owner,11,1723,64,5,10612729
2013,133376,Diesel,Automatic,Third Owner,19,928,156,6,10280307
2013,74070,CNG,Automatic,First Owner,23,2241,181,7,10749868
2022,104059,Diesel,Automatic,First Owner,23,1196,111,4,10419993
2014,129564,Petrol,Automatic,First Owner,15,2908,68,6,10769738
2008,122213,CNG,Automatic,Third Owner,16,2657,64,6,10649840
2016,186051,Petrol,Manual,Third Owner,16,2458,126,6,10530262
2012,30465,CNG,Automatic,Second Owner,14,2595,139,6,10895925
2006,189972,Petrol,Automatic,Second Owner,15,1196,179,5,10155058
2017,64799,Diesel,Manual,Third Owner,16,1603,179,5,10613785
2020,101129,Diesel,Manual,Second Owner,20,1454,121,7,10422332
2006,157402,Diesel,Manual,Second Owner,11,2676,139,5,10703404
2015,144374,CNG,Manual,Third Owner,19,1067,58,7,10207036
2014,112288,Diesel,Automatic,First Owner,24,2923,151,7,10912318
2019,17875,CNG,Automatic,Third Owner,23,1892,92,6,10751313
2021,32219,Petrol,Automatic,Third Owner,21,2268,74,7,10820681
2012,41182,Diesel,Automatic,Second Owner,16,2121,152,4,10764197
2022,178341,Petrol,Automatic,Second Owner,10,2297,194,5,10604898
2013,84781,Diesel,Automatic,Third Owner,15,1697,106,7,10530165
2012,11457,Petrol,Automatic,First Owner,17,2554,90,4,10942368
2018,142821,CNG,Manual,Third Owner,22,2308,144,5,10678380
2022,38064,Diesel,Automatic,First Owner,10,1621,186,4,10721338
2016,145893,CNG,Manual,First Owner,10,2935,82,6,10725457
2018,120256,CNG,Manual,Third Owner,15,1964,74,6,10540247
2021,103297,Petrol,Manual,Third Owner,14,2364,54,5,10679040
2007,143736,Diesel,Automatic,Third Owner,24,1625,183,7,10386563
2011,165353,CNG,Automatic,First Owner,12,1374,138,4,10316754
2021,167893,Petrol,Manual,Second Owner,23,2166,108,6,10491463
2016,160719,Petrol,Automatic,First Owner,19,1486,124,7,10324887
2013,74918,Petrol,Automatic,First Owner,22,1774,69,6,10521977
2019,95179,Diesel,Manual,First Owner,19,1305,186,6,10506411
2022,79944,Diesel,Manual,Second Owner,16,2570,127,7,10861938
2017,94142,Petrol,Automatic,First Owner,16,873,85,5,10260584
2012,32603,Diesel,Manual,First Owner,16,1605,99,7,10581095
2018,51458,Petrol,Manual,First Owner,23,1380,118,4,10561856
2012,75605,Diesel,Manual,Second Owner,24,1022,63,5,10309138
2018,24623,Diesel,Automatic,First Owner,15,1696,53,4,10576704
2011,49440,Petrol,Automatic,Second Owner,13,2969,78,5,10909135
2016,87427,Petrol,Manual,Second Owner,18,2598,47,6,10718674
2015,143776,Diesel,Manual,Third Owner,21,1532,119,7,10358412
2015,98826,Petrol,Automatic,Third Owner,24,2264,120,4,10629528
2017,32460,Petrol,Automatic,Third Owner,18,1622,80,5,10618872
2022,115373,Petrol,Automatic,Second Owner,16,1256,74,6,10370072
2006,142637,Petrol,Automatic,Third Owner,16,2939,93,6,10676068
2019,9870,Diesel,Automatic,Third Owner,17,1385,57,7,10502862
2022,23909,CNG,Automatic,Third Owner,20,1113,60,7,10504754
2019,14117,Diesel,Manual,Second Owner,14,2689,81,4,10969850
2016,72474,Petrol,Manual,First Owner,20,1793,104,5,10582213
2017,98926,Petrol,Manual,Third Owner,18,2289,175,6,10740184
2015,180394,Diesel,Automatic,Third Owner,15,2464,153,4,10590263
2009,132463,Petrol,Manual,Third Owner,16,1455,140,4,10356497
2005,106536,Diesel,Manual,Third Owner,21,2913,100,6,10797692
2007,25128,CNG,Manual,Second Owner,16,2680,49,5,10844515
2011,74001,Petrol,Manual,First Owner,18,1000,46,4,10205005
2016,5440,CNG,Manual,First Owner,16,1233,74,7,10502710
2019,197027,CNG,Manual,Third Owner,23,937,130,6,10135741
2009,185685,Petrol,Manual,First Owner,12,1875,81,6,10297060
2019,128491,Petrol,Automatic,Third Owner,15,2548,127,6,10754669
2012,147735,Diesel,Manual,Third Owner,15,2275,68,5,10548228
2014,155619,Diesel,Manual,First Owner,20,1981,194,5,10539874
2020,86662,Petrol,Automatic,First Owner,21,1661,77,4,10543460
2012,5005,Diesel,Manual,Second Owner,16,2029,41,4,10666811
2005,12038,CNG,Automatic,Third Owner,15,2139,64,6,10709215
2016,11414,CNG,Manual,First Owner,13,935,77,4,10425590
2009,74506,Petrol,Automatic,Second Owner,23,1248,98,6,10372757
2007,81586,Diesel,Manual,First Owner,15,868,145,7,10318640
2005,138678,Petrol,Manual,First Owner,12,1612,46,4,10313284
2008,21482,CNG,Manual,Third Owner,10,1814,147,5,10714480
2012,38948,Petrol,Manual,Second Owner,24,1990,80,5,10631181
2007,94987,Petrol,Manual,Third Owner,10,2540,144,6,10759989
2014,25875,Petrol,Automatic,First Owner,14,2819,133,7,10975133
2006,18057,Petrol,Manual,Second Owner,20,2764,63,4,10854942
2015,37400,CNG,Automatic,Third Owner,22,896,75,4,10301096
2014,73607,Petrol,Manual,Second Owner,23,1176,119,7,10439371
2018,92561,Petrol,Manual,First Owner,17,2314,177,7,10805687
2011,32503,Diesel,Manual,Second Owner,12,2747,60,4,10903206
2006,159837,Petrol,Automatic,First Owner,22,1876,66,6,10296528
2013,106096,Diesel,Automatic,Third Owner,11,808,94,4,10193103
2020,51612,Petrol,Automatic,First Owner,17,1050,124,7,10392045
2017,103318,Diesel,Automatic,First Owner,18,1159,172,5,10436735
2013,89335,Petrol,Automatic,Second Owner,18,923,156,4,10318183
2008,105989,Diesel,Manual,Second Owner,11,1433,98,7,10394824
2014,98012,Petrol,Manual,Third Owner,21,998,113,5,10269693
2016,86748,Petrol,Automatic,Second Owner,17,1628,73,4,10486659
2021,145500,Diesel,Automatic,Third Owner,11,2234,91,6,10559498
2018,167491,Petrol,Manual,First Owner,16,1717,173,6,10438732
2018,70195,Petrol,Manual,First Owner,17,1918,181,4,10723672
2006,94846,Petrol,Automatic,Second Owner,10,2877,98,4,10823062
2015,107404,Petrol,Automatic,First Owner,17,1915,96,5,10501711
2020,44142,CNG,Manual,First Owner,24,1395,159,6,10609326
2010,76540,Petrol,Automatic,Third Owner,12,2544,76,7,10698339
2009,174361,CNG,Manual,Second Owner,22,822,71,4,9974395
2008,81948,CNG,Automatic,Third Owner,10,1125,59,6,10281715
2019,63951,Petrol,Automatic,First Owner,16,1676,165,6,10642354
2008,16755,Diesel,Manual,First Owner,19,1062,120,4,10417284
2014,122985,Diesel,Manual,First Owner,12,2183,148,4,10600707
2007,89553,Petrol,Automatic,Second Owner,17,2385,91,7,10624742
2009,139962,CNG,Manual,First Owner,18,1232,127,4,10240861
2010,99376,Diesel,Automatic,First Owner,11,1359,124,7,10397548
2012,22175,Petrol,Automatic,Third Owner,24,848,118,4,10398925
2011,70687,Petrol,Manual,Second Owner,10,2502,178,5,10880728
2014,89983,CNG,Manual,First Owner,17,1393,140,4,10401009
2010,160360,Diesel,Manual,Third Owner,19,2398,197,5,10627922
2018,51629,Petrol,Automatic,First Owner,15,1027,99,4,10346633
2008,121779,Diesel,Manual,Third Owner,19,2775,185,6,10793252
2017,183872,Petrol,Manual,First Owner,10,1013,159,4,10220024
2021,173439,Petrol,Manual,Second Owner,12,2465,165,5,10663530
2011,73513,Petrol,Automatic,Second Owner,18,1841,51,4,10510137
2008,87762,CNG,Manual,Third Owner,18,1266,141,4,10407110
2018,165094,CNG,Manual,First Owner,15,2069,151,6,10560901
2007,195486,CNG,Manual,Second Owner,12,1883,79,6,10309717
2009,137731,Diesel,Manual,First Owner,17,2465,58,5,10604967
2020,62941,CNG,Automatic,Second Owner,15,1661,126,4,10614717
2008,174002,CNG,Automatic,Third Owner,10,2750,139,4,10685161
2006,48473,Diesel,Automatic,Second Owner,15,2076,194,6,10721550
2022,191670,Diesel,Automatic,First Owner,22,1647,119,5,10387562
2021,21040,Diesel,Manual,First Owner,14,2206,46,4,10776870
2018,74806,Diesel,Automatic,First Owner,17,1375,116,5,10482808
2017,149358,CNG,Manual,Third Owner,22,1344,94,5,10266780
2016,117076,CNG,Automatic,Third Owner,11,857,130,5,10277822
2010,60916,Diesel,Manual,First Owner,21,2911,198,6,10980304
2008,153672,CNG,Manual,First Owner,16,1698,178,7,10425303
2020,138363,Petrol,Manual,Second Owner,15,2972,184,6,10883918
2017,149195,CNG,Automatic,Second Owner,10,2908,105,4,10749749
2008,8811,Petrol,Automatic,Second Owner,21,1179,106,5,10491343
2021,36276,Diesel,Automatic,First Owner,17,1777,137,5,10712938
2005,190217,Diesel,Manual,Second Owner,15,2584,153,5,10543536
2022,182691,CNG,Automatic,First Owner,22,1961,199,4,10542732
2021,86049,Diesel,Manual,Third Owner,24,865,191,4,10356388
2019,162786,CNG,Automatic,Second Owner,12,2002,52,5,10387548
2015,191757,CNG,Automatic,First Owner,14,2813,189,5,10709256
2017,148266,CNG,Automatic,First Owner,16,1597,186,5,10405311
2005,78062,CNG,Automatic,Third Owner,18,2616,60,4,10759750
2021,155434,Petrol,Automatic,Third Owner,13,1994,183,5,10621543
2010,59499,Petrol,Manual,Third Owner,21,1431,174,5,10508417
2008,51281,Diesel,Automatic,Third Owner,23,2167,123,6,10755788
2020,198885,Petrol,Automatic,Second Owner,11,1026,151,5,10169820
2019,49852,Diesel,Automatic,Third Owner,12,991,165,6,10414493
2019,183908,Diesel,Manual,First Owner,16,2429,117,5,10610623
2010,9595,CNG,Automatic,First Owner,17,1949,193,6,10822007
2019,100930,CNG,Automatic,First Owner,14,898,125,6,10296363
2018,151474,CNG,Manual,First Owner,24,1143,144,4,10231441
2015,97676,CNG,Automatic,First Owner,24,819,115,5,10289091
2011,178795,CNG,Manual,Third Owner,12,1232,152,5,10173195
2013,187394,CNG,Manual,First Owner,10,1799,70,5,10299231
2020,182836,Petrol,Automatic,Third Owner,19,1129,143,6,10189548
2009,160983,Diesel,Manual,Third Owner,22,2490,107,4,10599600
2014,24405,Diesel,Automatic,Third Owner,10,1134,66,7,10425901
2022,63122,CNG,Manual,Third Owner,20,2756,176,6,10979103
2007,133909,Petrol,Automatic,Second Owner,11,2850,132,7,10735041
2017,8447,CNG,Manual,Second Owner,14,2787,55,6,10957011
2015,189215,Petrol,Manual,Second Owner,12,2671,150,6,10658948
2021,198978,Petrol,Manual,Second Owner,22,2404,152,5,10605291
2017,15662,Diesel,Automatic,Second Owner,16,2356,52,6,10798621
2010,199073,Diesel,Manual,First Owner,11,2965,99,6,10662692
2021,63282,Petrol,Automatic,Second Owner,11,1588,118,4,10586535
2017,140971,Diesel,Automatic,First Owner,12,1441,176,5,10381224
2014,33582,Petrol,Manual,First Owner,22,1005,159,4,10421112
2007,72471,Petrol,Automatic,Third Owner,21,2877,164,7,10925342
2018,128513,Petrol,Automatic,Third Owner,10,2251,147,5,10635462
2009,178285,Diesel,Manual,Third Owner,11,1622,71,4,10214249
2009,112578,CNG,Automatic,Second Owner,14,2844,94,5,10780845
2021,80871,Diesel,Automatic,First Owner,12,1007,192,5,10408923
2014,88205,CNG,Manual,Second Owner,24,1678,65,7,10446215
2009,79081,Diesel,Manual,Third Owner,20,2412,148,6,10736688
2008,110783,Diesel,Manual,Third Owner,19,1177,196,7,10376260
2010,88805,CNG,Manual,First Owner,15,1210,167,4,10368322
2008,129698,Petrol,Automatic,First Owner,11,1182,121,5,10257862
2011,173902,CNG,Automatic,Third Owner,24,1370,75,6,10159373
2011,143138,Petrol,Automatic,Second Owner,23,1974,136,4,10525045
2022,15712,Petrol,Manual,Second Owner,17,2443,123,7,10948873
2007,86527,Diesel,Automatic,First Owner,13,1930,170,5,10596472
2005,134453,Diesel,Manual,Third Owner,12,1962,98,7,10417604
2008,131888,Diesel,Automatic,Second Owner,14,1079,45,5,10177201
2010,92185,Diesel,Manual,First Owner,23,2919,198,5,10895901
2013,104851,Diesel,Automatic,First Owner,17,2561,199,6,10811808
2018,166878,CNG,Automatic,First Owner,18,2953,81,7,10751215
2016,17210,CNG,Manual,Second Owner,10,1973,96,4,10720087
2008,41972,CNG,Automatic,First Owner,13,813,112,5,10306901
2016,39136,CNG,Automatic,Second Owner,15,2852,85,5,10937291
2014,180369,Diesel,Automatic,First Owner,15,2096,151,4,10462260
2011,121445,CNG,Automatic,Second Owner,22,1657,127,4,10485413
2007,20945,CNG,Manual,Third Owner,18,1265,95,4,10434326
2018,178549,Petrol,Automatic,Second Owner,10,2763,162,4,10723760
2014,84180,Diesel,Manual,Third Owner,24,2573,197,7,10888217
2020,75453,CNG,Manual,First Owner,22,1545,65,5,10492288
2020,90404,CNG,Manual,Second Owner,24,2590,89,6,10800746
2014,149296,CNG,Automatic,First Owner,23,2656,169,4,10710955
2017,8052,Diesel,Manual,Third Owner,14,931,145,6,10461692
2010,32272,CNG,Manual,First Owner,19,1576,147,6,10590879
2016,46150,Petrol,Manual,First Owner,10,1143,46,6,10404775
2013,153388,Diesel,Automatic,First Owner,15,2355,194,7,10675487
2017,189461,Petrol,Automatic,Third Owner,18,2393,119,4,10572925
2008,199404,Diesel,Manual,Third Owner,24,1377,88,6,10162647
2015,143312,CNG,Manual,Second Owner,13,1144,85,6,10228986
2022,102095,Diesel,Automatic,Second Owner,19,2220,193,5,10743594
2015,73774,Diesel,Manual,Second Owner,19,1324,104,4,10424249
2008,48175,Diesel,Automatic,Second Owner,18,2397,41,7,10672166
2022,136637,Petrol,Manual,First Owner,12,2747,118,4,10781808
2005,21375,Diesel,Automatic,Third Owner,20,845,103,4,10308697
2011,30710,CNG,Automatic,Third Owner,16,2734,139,4,11001050
2010,185967,Diesel,Automatic,First Owner,14,2428,99,4,10481477
2019,151246,Diesel,Manual,Second Owner,19,1780,128,5,10424199
2022,112026,CNG,Manual,Third Owner,10,2251,176,6,10770880
2015,32597,CNG,Automatic,First Owner,16,2870,54,5,10949138
2019,79289,Petrol,Automatic,First Owner,17,2692,45,7,10753955
2020,174469,CNG,Manual,Second Owner,24,2914,84,6,10694186
2011,169141,CNG,Automatic,Second Owner,15,1425,115,4,10287346
2014,90687,CNG,Manual,Third Owner,10,1057,195,5,10359074
2016,123968,Diesel,Automatic,Third Owner,18,2810,145,4,10820880
2018,45274,Petrol,Automatic,Second Owner,16,1052,105,4,10467288
2009,174269,CNG,Manual,Third Owner,23,2404,193,7,10607028
2022,53634,CNG,Manual,Second Owner,15,2012,187,6,10770238
2009,35041,CNG,Automatic,First Owner,13,2538,168,7,10894544
2007,143320,Diesel,Manual,First Owner,12,2924,131,7,10767015
2009,90365,Diesel,Automatic,First Owner,13,1524,69,6,10438703
2021,138275,Petrol,Manual,Third Owner,10,1367,49,7,10304821
2016,56986,Petrol,Automatic,Second Owner,18,2578,148,6,10891330
2013,30370,Diesel,Manual,First Owner,11,1977,189,7,10817164
2005,40247,CNG,Manual,First Owner,11,1070,68,5,10314935
2022,129403,CNG,Automatic,Third Owner,12,1361,108,6,10409963
2008,124544,Petrol,Automatic,Third Owner,23,2332,175,4,10700916
2014,136506,CNG,Automatic,First Owner,22,2213,178,7,10603153
2011,67982,Diesel,Automatic,Third Owner,10,2979,193,7,11033392
2005,70180,Petrol,Automatic,Third Owner,19,2493,186,6,10809458
2021,113534,Diesel,Automatic,Third Owner,12,1644,186,7,10573782
2006,170546,Diesel,Manual,Third Owner,13,1019,197,7,10182161
2015,29644,CNG,Automatic,Second Owner,18,1698,75,6,10590651
